13	22	3.0
13	23	2.0
14	14	378.0
14	21	3.0
14	24	39.0
14	27	43.0
14	28	2.0
14	30	2.0
14	33	3.0
14	35	9.0
14	37	4.0
14	38	2.0
15	15	97.0
15	16	26.0
15	19	22.0
15	27	4.0
15	28	2.0
15	30	9.0
15	35	6.0
16	16	38.0
16	19	19.0
16	30	6.0
16	35	6.0
17	17	3.0
17	19	1.0
17	23	1.0
18	18	454.0
18	28	11.0
18	29	1.0
18	30	132.0
18	31	5.0
18	32	6.0
18	33	1.0
18	34	8.0
18	36	2.0
18	37	1.0
18	44	7.0
19	19	3039.0
19	20	566.0
19	21	174.0
19	25	1.0
19	28	18.0
19	29	222.0
19	30	5.0
19	31	2.0
19	32	25.0
19	33	7.0
19	37	1.0
19	40	11.0
19	42	1.0
20	20	6051.0
20	21	597.0
20	25	1.0
20	28	1.0
20	29	319.0
20	31	37.0
20	32	12.0
20	33	13.0
20	35	1.0
20	37	1.0
20	38	1.0
20	40	1.0
20	42	1.0
20	43	1.0
20	44	1.0
21	21	5135.0
21	28	33.0
21	29	265.0
21	30	25.0
21	31	100.0
21	32	15.0
21	33	6.0
21	34	2.0
21	35	4.0
21	36	5.0
21	37	9.0
21	38	22.0
21	40	8.0
21	42	14.0
21	43	4.0
21	45	6.0
22	22	11.0
23	23	882.0
23	28	1.0
23	29	17.0
23	31	2.0
23	32	17.0
23	33	5.0
23	34	1.0
23	35	2.0
23	37	15.0
23	38	31.0
23	41	2.0
23	42	2.0
23	45	4.0
24	24	209.0
24	25	12.0
24	27	35.0
24	30	12.0
24	32	1.0
24	37	4.0
24	38	2.0
25	25	82.0
25	26	5.0
25	27	12.0
26	26	73.0
27	27	82.0
27	30	9.0
27	32	1.0
27	35	1.0
27	37	4.0
27	38	2.0
28	28	550.0
28	29	1.0
28	30	1.0
28	32	1.0
28	35	1.0
28	38	1.0
29	29	6038.0
29	30	41.0
29	31	58.0
29	32	64.0
29	33	13.0
29	34	14.0
29	35	7.0
29	36	2.0
29	38	1.0
29	40	43.0
29	41	4.0
29	42	19.0
29	44	13.0
29	45	6.0
30	30	6658.0
30	31	11.0
30	32	20.0
30	33	72.0
30	34	52.0
30	35	161.0
30	36	20.0
30	38	9.0
30	40	2.0
30	42	3.0
30	45	2.0
31	31	2375.0
31	32	28.0
31	33	1.0
31	34	1.0
31	35	1.0
31	36	22.0
31	38	17.0
31	39	1.0
31	40	22.0
31	42	22.0
31	43	10.0
31	44	7.0
31	45	15.0
32	32	3964.0
32	33	47.0
32	34	248.0
32	35	126.0
32	36	30.0
32	38	48.0
32	39	7.0
32	40	3.0
32	41	33.0
32	42	16.0
32	43	17.0
32	44	22.0
32	45	32.0
33	33	11275.0
33	34	64.0
33	35	51.0
33	36	2.0
33	38	23.0
33	41	2.0
33	42	23.0
33	43	7.0
33	45	1.0
34	34	2678.0
34	35	97.0
34	36	11.0
34	38	29.0
34	40	1.0
34	42	21.0
34	43	1.0
34	45	3.0
35	35	1888.0
35	38	21.0
35	39	1.0
35	42	5.0
35	44	2.0
35	45	20.0
36	36	1830.0
36	38	18.0
36	40	11.0
36	41	11.0
36	43	1.0
36	44	30.0
36	45	20.0
37	37	675.0
37	38	20.0
37	40	1.0
37	41	1.0
37	42	1.0
37	43	13.0
37	44	1.0
37	45	19.0
38	38	3692.0
38	39	68.0
38	40	150.0
38	41	87.0
38	42	88.0
38	43	39.0
38	44	14.0
39	39	827.0
39	40	11.0
39	41	11.0
39	43	1.0
39	44	19.0
40	40	4091.0
40	41	133.0
40	42	7.0
40	43	20.0
41	41	3919.0
41	42	16.0
41	43	19.0
41	44	22.0
42	42	2894.0
42	43	50.0
42	44	1.0
43	43	3064.0
43	44	3.0
43	45	2.0
44	44	1913.0
45	45	380.0
